# vendor/ollama/bin/ollama serve
time=2026-08-18T23:22:44.943+03:00 level=INFO source=routes.go:1933 msg="server config" env="map[CUDA_VISIBLE_DEVICES: GGML_VK_VISIBLE_DEVICES: GPU_DEVICE_ORDINAL: HIP_VISIBLE_DEVICES: HSA_OVERRIDE_GFX_VERSION: HTTPS_PROXY:http://127.0.0.1:12334 HTTP_PROXY:http://127.0.0.1:12334 LLAMA_ARG_FIT: LLAMA_ARG_FIT_TARGET: NO_PROXY: OLLAMA_CONTEXT_LENGTH:0 OLLAMA_DEBUG:INFO OLLAMA_DEBUG_LOG_REQUESTS:false OLLAMA_EDITOR: OLLAMA_FLASH_ATTENTION:false OLLAMA_GO_TEMPLATE:true OLLAMA_GPU_OVERHEAD:0 OLLAMA_HOST:http://127.0.0.1:11434 OLLAMA_IGPU_ENABLE: OLLAMA_KEEP_ALIVE:5m0s OLLAMA_KV_CACHE_TYPE: OLLAMA_LLM_LIBRARY: OLLAMA_LOAD_TIMEOUT:5m0s OLLAMA_MAX_LOADED_MODELS:0 OLLAMA_MAX_QUEUE:512 OLLAMA_MAX_TRANSFER_STREAMS:4 OLLAMA_MODELS:/home/sergey/.ollama/models OLLAMA_NOHISTORY:false OLLAMA_NOPRUNE:false OLLAMA_NO_CLOUD:false OLLAMA_NUM_PARALLEL:1 OLLAMA_ORIGINS:[http://localhost https://localhost http://localhost:* https://localhost:* http://127.0.0.1 https://127.0.0.1 http://127.0.0.1:* https://127.0.0.1:* http://0.0.0.0 https://0.0.0.0 http://0.0.0.0:* https://0.0.0.0:* app://* file://* tauri://* vscode-webview://* vscode-file://*] OLLAMA_REMOTES:[ollama.com] OLLAMA_SCHED_SPREAD:false OLLAMA_VULKAN:true ROCR_VISIBLE_DEVICES: http_proxy:http://127.0.0.1:12334 https_proxy:http://127.0.0.1:12334 no_proxy:]"
time=2026-08-18T23:22:44.943+03:00 level=INFO source=routes.go:1935 msg="Ollama cloud disabled: false"
time=2026-08-18T23:22:44.945+03:00 level=INFO source=images.go:912 msg="total blobs: 0"
time=2026-08-18T23:22:44.945+03:00 level=INFO source=images.go:919 msg="total unused blobs removed: 0"
time=2026-08-18T23:22:44.946+03:00 level=INFO source=routes.go:1990 msg="Listening on 127.0.0.1:11434 (version 0.32.14)"
time=2026-08-18T23:22:44.946+03:00 level=INFO source=model_list_cache.go:112 msg="model list cache hydration complete" models=0 failures=0 elapsed=387.502µs
time=2026-08-18T23:22:44.946+03:00 level=INFO source=runner.go:60 msg="discovering available GPUs..."
time=2026-08-18T23:22:45.293+03:00 level=INFO source=model_recommendations.go:177 msg="model recommendations cache sleep scheduled" wait=3h18m35.932611361s consecutive_failures=0
time=2026-08-18T23:22:48.152+03:00 level=INFO source=types.go:32 msg="inference compute" id=0 filter_id=0 library=CUDA compute=7.5 name=CUDA0 description="NVIDIA GeForce GTX 1650 SUPER" libdirs=ollama,cuda_v13 driver=13.1 pci_id=0000:01:00.0 type=discrete total="4.0 GiB" available="3.2 GiB"
time=2026-08-18T23:22:48.152+03:00 level=INFO source=routes.go:2040 msg="vram-based default context" total_vram="4.0 GiB" default_num_ctx=4096
[GIN] 2026/08/18 - 23:22:48 | 404 |     523.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:23 | 404 |     636.903µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:23 | 404 |     623.002µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:24 | 404 |     847.003µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:24 | 404 |     473.801µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:24 | 404 |     737.503µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:24 | 404 |     430.202µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:25 | 404 |    1.315405ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:25 | 404 |     549.202µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:25 | 404 |    1.393705ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:25 | 404 |     544.702µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:26 | 404 |     529.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:26 | 404 |     345.301µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:26 | 404 |     818.503µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:26 | 404 |     510.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:27 | 404 |     448.502µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:27 | 404 |     387.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:27 | 404 |     501.502µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:27 | 404 |    1.051004ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:28 | 404 |     421.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:28 | 404 |     631.502µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:28 | 404 |     675.402µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:28 | 404 |     851.003µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:29 | 404 |     558.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:29 | 404 |     843.203µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:29 | 404 |     836.203µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:29 | 404 |     555.402µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:30 | 404 |     433.202µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:30 | 404 |     324.301µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:30 | 404 |    1.508605ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:31 | 404 |     464.202µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:31 | 404 |     955.404µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:31 | 404 |     391.402µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:31 | 404 |     379.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:32 | 404 |     449.902µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:32 | 404 |     653.703µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:32 | 404 |    1.213004ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:32 | 404 |     721.303µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:33 | 404 |    1.070204ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:33 | 404 |     313.301µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:33 | 404 |     761.203µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:33 | 404 |     557.602µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:34 | 404 |     499.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:34 | 404 |     322.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:34 | 404 |     551.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:34 | 404 |     734.002µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:35 | 404 |     677.703µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:35 | 404 |     314.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:35 | 404 |     358.801µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:35 | 404 |     395.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:36 | 404 |     836.203µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:36 | 404 |     302.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:36 | 404 |     859.203µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:36 | 404 |     625.502µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:37 | 404 |    1.109504ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:37 | 404 |     312.301µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:37 | 404 |     437.601µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:37 | 404 |     490.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:38 | 404 |     465.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:38 | 404 |     903.803µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:38 | 404 |     696.902µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:38 | 404 |    1.231805ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:39 | 404 |     453.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:39 | 404 |     358.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:39 | 404 |     311.301µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:40 | 404 |     338.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:40 | 404 |     363.401µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:40 | 404 |    1.027303ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:40 | 404 |     482.602µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:41 | 404 |    1.081804ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:41 | 404 |     634.402µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:41 | 404 |     905.403µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:41 | 404 |     612.203µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:42 | 404 |     436.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:42 | 404 |     382.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:42 | 404 |     368.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:42 | 404 |     490.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:43 | 404 |     450.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:43 | 404 |     653.902µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:43 | 404 |     846.103µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:43 | 404 |     991.403µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:44 | 404 |     553.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:44 | 404 |     278.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:44 | 404 |     500.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:44 | 404 |     576.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:45 | 404 |     526.002µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:45 | 404 |     367.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:45 | 404 |     513.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:45 | 404 |     318.401µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:46 | 404 |     403.402µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:46 | 404 |     319.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:46 | 404 |     432.902µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:46 | 404 |     958.303µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:47 | 404 |     504.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:47 | 404 |     448.401µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:47 | 404 |     431.702µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:47 | 404 |     495.402µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:48 | 404 |     471.502µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:48 | 404 |     319.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:48 | 404 |     899.703µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:48 | 404 |     554.202µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:49 | 404 |     552.602µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:49 | 404 |     426.202µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:49 | 404 |     516.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:50 | 404 |     923.703µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:50 | 404 |     484.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:50 | 404 |     555.502µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:50 | 404 |     468.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:51 | 404 |     661.903µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:51 | 404 |     544.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:51 | 404 |     312.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:51 | 404 |     465.202µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:52 | 404 |     600.402µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:52 | 404 |     537.402µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:52 | 404 |     683.403µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:52 | 404 |     465.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:53 | 404 |     779.303µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:53 | 404 |     389.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:53 | 404 |     501.002µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:53 | 404 |     318.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:54 | 404 |     383.402µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:54 | 404 |     270.601µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:54 | 404 |     512.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:54 | 404 |     362.902µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:55 | 404 |     535.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:55 | 404 |     289.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:55 | 404 |     400.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:55 | 404 |     422.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:56 | 404 |     691.903µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:56 | 404 |     298.601µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:56 | 404 |     477.401µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:56 | 404 |     351.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:57 | 404 |     384.801µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:57 | 404 |     375.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:57 | 404 |     453.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:57 | 404 |     505.202µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:58 | 404 |     756.803µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:58 | 404 |     317.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:58 | 404 |     384.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:58 | 404 |     336.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:59 | 404 |     331.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:59 | 404 |     477.401µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:27:59 | 404 |     913.803µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:00 | 404 |     405.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:00 | 404 |     657.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:00 | 404 |    1.224505ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:00 | 404 |    1.316205ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:01 | 404 |     404.002µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:01 | 404 |     532.902µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:01 | 404 |     363.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:01 | 404 |     294.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:02 | 404 |     955.903µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:02 | 404 |     474.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:02 | 404 |    1.096604ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:02 | 404 |     469.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:03 | 404 |     872.003µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:03 | 404 |     839.803µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:03 | 404 |     810.603µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:03 | 404 |     654.002µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:04 | 404 |     932.203µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:04 | 404 |     269.601µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:04 | 404 |     432.401µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:04 | 404 |    1.010204ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:05 | 404 |     430.702µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:05 | 404 |     662.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:05 | 404 |     621.002µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:05 | 404 |     835.803µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:06 | 404 |     653.503µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:06 | 404 |    1.030104ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:06 | 404 |     462.702µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:06 | 404 |     563.002µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:07 | 404 |    1.080204ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:07 | 404 |     272.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:07 | 404 |     291.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:07 | 404 |     480.502µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:08 | 404 |     464.502µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:08 | 404 |     308.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:08 | 404 |     829.903µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:09 | 404 |     431.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:09 | 404 |     443.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:09 | 404 |     952.304µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:09 | 404 |     561.803µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:10 | 404 |     534.301µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:10 | 404 |     548.402µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:10 | 404 |     336.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:10 | 404 |     323.202µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:11 | 404 |     493.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:11 | 404 |     538.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:11 | 404 |     533.702µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:11 | 404 |     401.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:12 | 404 |     624.502µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:12 | 404 |     690.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:12 | 404 |     578.203µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:12 | 404 |     395.402µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:13 | 404 |     380.801µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:13 | 404 |     527.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:13 | 404 |     296.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:13 | 404 |     340.602µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:14 | 404 |     361.801µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:14 | 404 |     597.203µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:14 | 404 |     339.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:14 | 404 |     285.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:15 | 404 |     529.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:15 | 404 |     315.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:15 | 404 |     348.702µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:15 | 404 |    1.121304ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:16 | 404 |     858.704µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:16 | 404 |     287.601µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:16 | 404 |     319.801µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:16 | 404 |     309.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:17 | 404 |     468.202µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:17 | 404 |     384.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:17 | 404 |     279.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:17 | 404 |    1.044804ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:18 | 404 |     571.402µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:18 | 404 |     310.601µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:18 | 404 |     683.902µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:19 | 404 |     525.502µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:19 | 404 |     899.004µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:19 | 404 |     269.301µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:19 | 404 |     609.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:20 | 404 |     297.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:20 | 404 |     459.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:20 | 404 |    1.094504ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:28:20 | 404 |     270.001µs |       127.0.0.1 | POST     "/v1/completions"
